TIME,Ux,Uy
1.240e-02,-32.8438,-0.246406
1.243e-02,-33.0547,-0.272656
1.246e-02,-33.1484,-0.292813
1.250e-02,-33.4297,-0.318594
1.253e-02,-34.3203,-0.338594
1.256e-02,-34.5859,-0.365625
1.259e-02,-34.8281,-0.389531
1.262e-02,-34.9375,-0.407031
1.266e-02,-35.0547,-0.43875
1.269e-02,-35.1641,-0.452969
1.272e-02,-35.4688,-0.482344
1.275e-02,-36.1563,-0.505
1.278e-02,-36.6563,-0.529219
1.282e-02,-36.9375,-0.562188
1.285e-02,-37.0547,-0.589375
1.288e-02,-37.1641,-0.612969
1.291e-02,-37.125,-0.638125
1.294e-02,-37.7656,-0.661406
1.298e-02,-38.1016,-0.689375
1.301e-02,-38.6875,-0.715469
1.304e-02,-38.9375,-0.736563
1.307e-02,-39.0547,-0.762188
1.310e-02,-39.1563,-0.775469
1.314e-02,-39.4297,-0.803281
1.317e-02,-40.2266,-0.830156
1.320e-02,-40.7031,-0.862344
1.323e-02,-40.9375,-0.880781
1.326e-02,-41.0547,-0.90125
1.330e-02,-41.8281,-0.925781
1.333e-02,-42.3672,-0.950937
1.336e-02,-42.9453,-0.969063
1.339e-02,-43.125,-0.991406
1.342e-02,-43.3203,-1.02422
1.346e-02,-43.8594,-1.04313
1.349e-02,-44.4063,-1.06984
1.352e-02,-44.8984,-1.09234
1.355e-02,-44.9375,-1.11187
1.358e-02,-45.5469,-1.13766
1.362e-02,-46.0547,-1.15875
1.365e-02,-46.8359,-1.18094
1.368e-02,-46.7188,-1.20234
1.371e-02,-47.1797,-1.22703
1.374e-02,-47.6406,-1.25188
1.378e-02,-48.7344,-1.26859
1.381e-02,-48.9375,-1.28953
1.384e-02,-49.375,-1.315
1.387e-02,-50.1328,-1.33594
1.390e-02,-50.7813,-1.35875
1.394e-02,-51.125,-1.37125
1.397e-02,-51.5,-1.39437
1.400e-02,-52.2969,-1.4175
1.403e-02,-52.9375,-1.43453
1.406e-02,-53.1719,-1.45453
1.410e-02,-53.8516,-1.47719
1.413e-02,-54.7891,-1.49063
1.416e-02,-55.0547,-1.51
1.419e-02,-55.4922,-1.52859
1.422e-02,-56.5703,-1.55094
1.426e-02,-57.0859,-1.56609
1.429e-02,-58.1172,-1.58828
1.432e-02,-59.0625,-1.60094
1.435e-02,-59.5234,-1.62234
1.438e-02,-60.7344,-1.64375
1.442e-02,-61.0625,-1.66672
1.445e-02,-62.2109,-1.68437
1.448e-02,-63.1016,-1.70219
1.451e-02,-63.8281,-1.72109
1.454e-02,-64.9531,-1.73781
1.458e-02,-65.9609,-1.7525
1.461e-02,-66.9375,-1.76969
1.464e-02,-67.7813,-1.78781
1.467e-02,-68.875,-1.80188
1.470e-02,-70.1641,-1.82547
1.474e-02,-71.1797,-1.83656
1.477e-02,-72.6094,-1.84781
1.480e-02,-73.7188,-1.87156
1.483e-02,-75.0547,-1.88953
1.486e-02,-76.4219,-1.89891
1.490e-02,-77.2266,-1.91203
1.493e-02,-78.4375,-1.9175
1.496e-02,-79.8359,-1.94016
1.499e-02,-81.0547,-1.95312
1.502e-02,-82.7266,-1.96109
1.506e-02,-83.9375,-1.97188
1.509e-02,-85.1484,-1.99219
1.512e-02,-86.8203,-2.00172
1.515e-02,-87.9219,-2.01141
1.518e-02,-89.4219,-2.02906
1.522e-02,-90.9375,-2.03266
1.525e-02,-92.4531,-2.04297
1.528e-02,-93.5078,-2.05563
1.531e-02,-95.1875,-2.05422
1.534e-02,-96.6875,-2.07656
1.538e-02,-97.8516,-2.0775
1.541e-02,-99.1797,-2.0825
1.544e-02,-101.031,-2.10781
1.547e-02,-102.211,-2.11594
1.550e-02,-103.5,-2.11781
1.554e-02,-104.188,-2.11625
1.557e-02,-104.938,-2.11938
1.560e-02,-105.727,-2.12781
1.563e-02,-106.516,-2.13141
1.566e-02,-107.117,-2.13875
1.570e-02,-108.117,-2.1325
1.573e-02,-108.758,-2.14328
1.576e-02,-109.242,-2.15016
1.579e-02,-109.789,-2.13969
1.582e-02,-110.516,-2.14781
1.586e-02,-110.789,-2.1575
1.589e-02,-111.055,-2.15437
1.592e-02,-111.836,-2.1525
1.595e-02,-112.43,-2.15594
1.598e-02,-112.383,-2.1525
1.602e-02,-112.867,-2.15297
1.605e-02,-113.055,-2.15734
1.608e-02,-113.055,-2.15437
1.611e-02,-113.063,-2.15484
1.614e-02,-113.289,-2.14797
1.618e-02,-113.336,-2.14594
1.621e-02,-113.531,-2.14469
1.624e-02,-113.758,-2.1525
1.627e-02,-113.578,-2.14469
1.630e-02,-113.305,-2.13891
1.634e-02,-113.203,-2.13859
1.637e-02,-113.219,-2.13625
1.640e-02,-113.055,-2.13359
1.643e-02,-113.156,-2.12938
1.646e-02,-113.055,-2.12219
1.650e-02,-112.938,-2.12344
1.653e-02,-112.438,-2.11875
1.656e-02,-111.867,-2.12125
1.659e-02,-111.219,-2.11844
1.662e-02,-110.656,-2.11672
1.666e-02,-110.219,-2.10781
1.669e-02,-109.461,-2.10906
1.672e-02,-108.703,-2.10016
1.675e-02,-107.453,-2.09578
1.678e-02,-106.938,-2.08734
1.682e-02,-105.914,-2.08719
1.685e-02,-105.055,-2.08109
1.688e-02,-104.586,-2.07609
1.691e-02,-103.406,-2.06797
1.694e-02,-102.531,-2.065
1.698e-02,-101.25,-2.06016
1.701e-02,-100.438,-2.04937
1.704e-02,-99.2031,-2.04469
1.707e-02,-98.2578,-2.04109
1.710e-02,-97.2578,-2.03875
1.714e-02,-96.375,-2.03469
1.717e-02,-95,-2.02781
1.720e-02,-93.7109,-2.01984
1.723e-02,-92.9375,-2.01406
1.726e-02,-91.7344,-2.00547
1.730e-02,-90.9375,-1.99813
1.733e-02,-89.5391,-2.00078
1.736e-02,-88.75,-1.99516
1.739e-02,-87.3984,-1.98516
1.742e-02,-86.4531,-1.98016
1.746e-02,-85.3594,-1.9725
1.749e-02,-84.5391,-1.96531
1.752e-02,-83.3828,-1.95875
1.755e-02,-82.5781,-1.95719
1.758e-02,-81.1641,-1.94734
1.762e-02,-80.2656,-1.94516
1.765e-02,-79.2891,-1.93578
1.768e-02,-78.125,-1.9325
1.771e-02,-77.0547,-1.92437
1.774e-02,-75.875,-1.92109
1.778e-02,-74.9766,-1.91437
1.781e-02,-73.7109,-1.90516
1.784e-02,-72.5938,-1.89266
1.787e-02,-71.3359,-1.88938
1.790e-02,-69.9609,-1.885
1.794e-02,-68.9063,-1.87547
1.797e-02,-67.7031,-1.87484
1.800e-02,-66.3672,-1.85688
1.803e-02,-65.0391,-1.84797
1.806e-02,-63.6719,-1.84406
1.810e-02,-62.4766,-1.8375
1.813e-02,-61.2109,-1.83
1.816e-02,-59.6563,-1.82172
1.819e-02,-58.3438,-1.80797
1.822e-02,-56.9141,-1.80156
1.826e-02,-55.8047,-1.79063
1.829e-02,-54.0703,-1.78703
1.832e-02,-52.8906,-1.77078
1.835e-02,-51.5156,-1.76484
1.838e-02,-50.0547,-1.75406
1.842e-02,-48.7188,-1.74766
1.845e-02,-47.3984,-1.73281
1.848e-02,-45.8594,-1.71813
1.851e-02,-44.3984,-1.71578
1.854e-02,-43.375,-1.70141
1.858e-02,-41.8281,-1.68828
1.861e-02,-40.8359,-1.68172
1.864e-02,-39.4609,-1.67125
1.867e-02,-38.0234,-1.66
1.870e-02,-37.3438,-1.64891
1.874e-02,-36.0938,-1.64297
1.877e-02,-35.3438,-1.63187
1.880e-02,-33.875,-1.62172
1.883e-02,-32.6953,-1.60766
1.886e-02,-31.4922,-1.60187
1.890e-02,-30.4688,-1.59406
1.893e-02,-29.5078,-1.58266
1.896e-02,-28.0938,-1.57578
1.899e-02,-27.2578,-1.56219
1.902e-02,-26.125,-1.55578
1.906e-02,-25.0547,-1.54672
1.909e-02,-23.9063,-1.53281
1.912e-02,-23.1719,-1.52344
1.915e-02,-21.8516,-1.51766
1.918e-02,-20.9375,-1.50359
1.922e-02,-19.8672,-1.49734
1.925e-02,-18.9688,-1.48281
1.928e-02,-17.5234,-1.47875
1.931e-02,-16.7656,-1.46188
1.934e-02,-15.5938,-1.44578
1.938e-02,-14.9375,-1.43625
1.941e-02,-13.4531,-1.42234
1.944e-02,-12.8359,-1.41125
1.947e-02,-12.0625,-1.39906
1.950e-02,-11.0859,-1.39453
1.954e-02,-10.2734,-1.37516
1.957e-02,-9.10156,-1.36547
1.960e-02,-8.1875,-1.35688
1.963e-02,-7.07813,-1.34906
1.966e-02,-6.70313,-1.33047
1.970e-02,-5.78125,-1.32516
1.973e-02,-5.05469,-1.31359
1.976e-02,-4.28125,-1.29563
1.979e-02,-3.05469,-1.28375
1.982e-02,-2.69531,-1.27391
1.986e-02,-1.46094,-1.25984
1.989e-02,-1.05469,-1.24531
1.992e-02,-0.0625,-1.23641
1.995e-02,0.9375,-1.22266
1.998e-02,1.14844,-1.19641
2.002e-02,2.22656,-1.19469
2.005e-02,3.0625,-1.18266
2.008e-02,3.57031,-1.16
2.011e-02,4.53125,-1.15531
2.014e-02,4.94531,-1.14172
2.018e-02,5.69531,-1.1225
2.021e-02,6.85937,-1.10922
2.024e-02,6.94531,-1.09094
2.027e-02,7.64062,-1.07828
2.030e-02,8.8125,-1.06453
2.034e-02,9.1875,-1.05359
2.037e-02,10.125,-1.03812
2.040e-02,10.7422,-1.01359
2.043e-02,11.3906,-0.997188
2.046e-02,11.7656,-0.983906
2.050e-02,12.9219,-0.965781
2.053e-02,13.0625,-0.953281
2.056e-02,14.0703,-0.926406
2.059e-02,14.7969,-0.91625
2.062e-02,14.9453,-0.902969
2.066e-02,15.2422,-0.88625
2.069e-02,16.125,-0.875
2.072e-02,17.0625,-0.851875
2.075e-02,17.3672,-0.83875
2.078e-02,17.9531,-0.819219
2.082e-02,18.9453,-0.803125
2.085e-02,18.875,-0.786406
2.088e-02,19.5937,-0.761094
2.091e-02,20.5937,-0.753437
2.094e-02,20.9453,-0.727656
2.098e-02,21.0625,-0.716562
2.101e-02,21.2812,-0.700469
2.104e-02,22.0547,-0.680937
2.107e-02,22.6406,-0.667031
2.110e-02,22.9453,-0.642969
2.114e-02,23.1562,-0.62875
2.117e-02,23.6328,-0.607969
2.120e-02,24.3125,-0.588281
2.123e-02,24.6953,-0.566406
2.126e-02,24.8437,-0.555469
2.130e-02,25.25,-0.530781
2.133e-02,25.4844,-0.515781
2.136e-02,25.7187,-0.492031
2.139e-02,26.5703,-0.470469
2.142e-02,26.9453,-0.452031
2.146e-02,27.1406,-0.432031
2.149e-02,27.6641,-0.405625
2.152e-02,28.2812,-0.394062
2.155e-02,28.6641,-0.368906
2.158e-02,28.9297,-0.348438
2.162e-02,28.9453,-0.324219
2.165e-02,29.2656,-0.30375
2.168e-02,29.3516,-0.283281
2.171e-02,29.3047,-0.265469
2.174e-02,30.2734,-0.245
2.178e-02,30.25,-0.234687
2.181e-02,30.7578,-0.201563
2.184e-02,30.8672,-0.183906
2.187e-02,30.9297,-0.157031
2.190e-02,30.9453,-0.131719
2.194e-02,31.1797,-0.117813
2.197e-02,31.1172,-0.0945312
2.200e-02,31.1797,-0.0721875
2.203e-02,31.3125,-0.04
2.206e-02,31.6328,-0.0170313
2.210e-02,32.3984,0.00671875
2.213e-02,32.7422,0.033125
2.216e-02,32.8437,0.0542188
2.219e-02,32.8672,0.0792188
2.222e-02,32.9453,0.10625
2.226e-02,33.0625,0.125938
2.229e-02,33.1406,0.151563
2.232e-02,33.3672,0.181875
2.235e-02,33.6641,0.20375
2.238e-02,33.8594,0.230625
2.242e-02,34.8047,0.25375
2.245e-02,34.5156,0.28125
2.248e-02,35.0625,0.3025
2.251e-02,34.9453,0.324531
2.254e-02,35.0625,0.35375
2.258e-02,35.5156,0.368594
2.261e-02,36.0625,0.395781
2.264e-02,36.1875,0.421563
2.267e-02,36.4922,0.443125
2.270e-02,36.9297,0.47375
2.274e-02,36.9453,0.490312
2.277e-02,37.1641,0.517031
2.280e-02,37.0859,0.541563
2.283e-02,37.8125,0.56375
2.286e-02,38.4844,0.591875
2.290e-02,38.8906,0.617188
2.293e-02,38.9453,0.632344
2.296e-02,38.9453,0.665781
2.299e-02,39.0625,0.687188
2.302e-02,39.2578,0.720625
2.306e-02,40.0312,0.745938
2.309e-02,40.3359,0.765313
2.312e-02,40.6562,0.791875
2.315e-02,41.0469,0.817031
2.318e-02,41.1797,0.839219
2.322e-02,41.5234,0.86
2.325e-02,42.2969,0.885
2.328e-02,42.7266,0.905781
2.331e-02,43.0469,0.928125
2.334e-02,43.0625,0.957813
2.338e-02,43.6484,0.97125
2.341e-02,44.1719,0.998906
2.344e-02,44.6328,1.02687
2.347e-02,45.0625,1.04406
2.350e-02,45.2031,1.06969
2.354e-02,46.1172,1.09016
2.357e-02,46.625,1.11844
2.360e-02,46.9453,1.13938
2.363e-02,47.25,1.16344
2.366e-02,47.7734,1.18766
2.370e-02,48.5469,1.21078
2.373e-02,48.8359,1.23297
2.376e-02,49.0625,1.25641
2.379e-02,49.4766,1.28141
2.382e-02,50.3828,1.29875
2.386e-02,50.9453,1.32344
2.389e-02,50.9453,1.33844
2.392e-02,51.4766,1.36125
2.395e-02,52.1641,1.38359
2.398e-02,52.9141,1.40359
2.402e-02,53.0625,1.42297
2.405e-02,53.5703,1.44109
2.408e-02,54.7656,1.46453
2.411e-02,55.0625,1.48797
2.414e-02,55.4062,1.50344
2.418e-02,56.4609,1.52563
2.421e-02,56.9453,1.54484
2.424e-02,57.3906,1.56375
2.427e-02,58.5937,1.58
2.430e-02,59.0625,1.60375
2.434e-02,59.5312,1.62531
2.437e-02,60.6484,1.64266
2.440e-02,61.1875,1.65203
2.443e-02,62.4766,1.67656
2.446e-02,62.9297,1.69672
2.450e-02,63.6953,1.71813
2.453e-02,65.125,1.72328
2.456e-02,66.1953,1.75672
2.459e-02,67.0625,1.77125
2.462e-02,68.25,1.78656
2.466e-02,69.3594,1.80844
2.469e-02,70.6719,1.81922
2.472e-02,71.7812,1.84062
2.475e-02,73.2031,1.85297
2.478e-02,74.4297,1.87234
2.482e-02,75.5156,1.87891
2.485e-02,76.9453,1.89563
2.488e-02,78.3437,1.91297
2.491e-02,79.7187,1.93625
2.494e-02,80.8516,1.93859
2.498e-02,82.4297,1.96078
2.501e-02,83.6562,1.97188
2.504e-02,85.1016,1.98562
2.507e-02,86.5391,1.99656
2.510e-02,87.9219,2.00328
2.514e-02,89.2344,2.02125
2.517e-02,90.6641,2.03437
2.520e-02,91.8984,2.04344
2.523e-02,93.3047,2.05328
2.526e-02,94.5312,2.06625
2.530e-02,96.1484,2.07531
2.533e-02,97.2969,2.08125
2.536e-02,98.6875,2.09844
2.539e-02,99.4609,2.10438
2.542e-02,101.187,2.11719
2.546e-02,102.172,2.12125
2.549e-02,103.492,2.12734
2.552e-02,104.859,2.13484
2.555e-02,105.445,2.14297
2.558e-02,106.469,2.15156
2.562e-02,107.18,2.15844
2.565e-02,108.117,2.15891
2.568e-02,108.852,2.15938
2.571e-02,109.258,2.16344
2.574e-02,110.25,2.16344
2.578e-02,110.797,2.16469
2.581e-02,111.57,2.16125
2.584e-02,112.148,2.16406
2.587e-02,112.594,2.16734
2.590e-02,113.062,2.17
2.594e-02,113.227,2.17031
2.597e-02,113.664,2.16797
2.600e-02,113.82,2.16562
2.603e-02,114.594,2.16281
2.606e-02,114.617,2.16594
2.610e-02,114.758,2.16594
2.613e-02,114.883,2.16812
2.616e-02,114.945,2.16406
2.619e-02,114.945,2.16641
2.622e-02,115.266,2.16875
2.626e-02,114.945,2.16125
2.629e-02,114.945,2.1575
2.632e-02,114.875,2.15813
2.635e-02,114.797,2.16125
2.638e-02,114.945,2.15781
2.642e-02,114.875,2.15766
2.645e-02,114.711,2.15344
2.648e-02,114,2.14703
2.651e-02,113.648,2.14688
2.654e-02,113.164,2.13828
2.658e-02,112.781,2.13719
2.661e-02,112.539,2.13156
2.664e-02,111.477,2.12266
2.667e-02,111.055,2.12938
2.670e-02,109.828,2.12344
2.674e-02,109.062,2.12
2.677e-02,107.992,2.11063
2.680e-02,107.062,2.11063
2.683e-02,106.594,2.10359
2.686e-02,105.383,2.09859
2.690e-02,104.789,2.08734
2.693e-02,103.461,2.08109
2.696e-02,102.844,2.07906
2.699e-02,101.289,2.07781
2.702e-02,100.844,2.0625
2.706e-02,99.8359,2.05922
2.709e-02,98.9453,2.0575
2.712e-02,97.5312,2.04797
2.715e-02,96.8125,2.04672
2.718e-02,95.6484,2.04125
2.722e-02,94.8828,2.03422
2.725e-02,93.4219,2.02969
2.728e-02,92.8125,2.01672
2.731e-02,91.4375,2.00859
2.734e-02,90.9375,2.00359
2.738e-02,89.5,2.00125
2.741e-02,88.8203,1.99672
2.744e-02,87.4453,1.9925
2.747e-02,86.4219,1.98188
2.750e-02,85.1797,1.97594
2.754e-02,84.6016,1.96875
2.757e-02,83.3125,1.96109
2.760e-02,82.5156,1.95891
2.763e-02,81.1016,1.94844
2.766e-02,80.3516,1.94875
2.770e-02,79.1406,1.93016
2.773e-02,77.8359,1.93031
2.776e-02,76.9141,1.92359
2.779e-02,75.2812,1.91828
2.782e-02,74.4609,1.91109
2.786e-02,72.9766,1.89766
2.789e-02,71.6094,1.89406
2.792e-02,70.0703,1.88734
2.795e-02,68.4297,1.88266
2.798e-02,67.4922,1.86953
2.802e-02,65.9687,1.85922
2.805e-02,64.7344,1.85438
2.808e-02,63.3672,1.84609
2.811e-02,61.7969,1.83984
2.814e-02,60.6172,1.82406
2.818e-02,59.3125,1.81859
2.821e-02,58.1484,1.80469
2.824e-02,56.8047,1.80281
2.827e-02,55.5,1.78984
2.830e-02,53.8828,1.78672
2.834e-02,52.2734,1.76797
2.837e-02,51.2734,1.75891
2.840e-02,49.8672,1.75188
2.843e-02,48.5547,1.73797
2.846e-02,47.2891,1.73125
2.850e-02,45.6797,1.71641
2.853e-02,44.7734,1.71562
2.856e-02,43.3047,1.70797
2.859e-02,42.0234,1.6925
2.862e-02,41.1562,1.68125
2.866e-02,39.4687,1.67391
2.869e-02,38.5391,1.66328
2.872e-02,37.5625,1.65172
2.875e-02,36.5937,1.64234
2.878e-02,35.5,1.63578
2.882e-02,34.0078,1.61844
2.885e-02,33.2812,1.61453
2.888e-02,32,1.60563
2.891e-02,31.1797,1.59172
2.894e-02,29.9297,1.58656
2.898e-02,29.1406,1.57078
2.901e-02,27.6953,1.56406
2.904e-02,26.6094,1.54875
2.907e-02,25.4922,1.53625
2.910e-02,24.3672,1.52797
2.914e-02,23.2266,1.51906
2.917e-02,22.3437,1.50984
2.920e-02,20.9141,1.49578
2.923e-02,19.8359,1.48562
2.926e-02,18.8047,1.48078
2.930e-02,17.8672,1.46547
2.933e-02,16.8281,1.44359
2.936e-02,15.2969,1.43906
2.939e-02,14.7031,1.43
2.942e-02,13.6484,1.40969
2.946e-02,12.9453,1.40281
2.949e-02,11.4766,1.39891
2.952e-02,11.0078,1.37953
2.955e-02,9.92187,1.36578
2.958e-02,9.17187,1.36016
2.962e-02,8.10156,1.34984
2.965e-02,7.10937,1.33297
2.968e-02,6.64062,1.325
2.971e-02,5.50781,1.31094
2.974e-02,4.94531,1.28828
2.978e-02,4.44531,1.28344
2.981e-02,3.25,1.27313
2.984e-02,2.94531,1.25953
2.987e-02,2.09375,1.25016
2.990e-02,1.0625,1.23125
2.994e-02,0.804687,1.21766
2.997e-02,-0.367188,1.20375
3.000e-02,-0.984375,1.18844
3.003e-02,-1.6875,1.17453
3.006e-02,-2.89063,1.16063
3.010e-02,-3.27344,1.14703
3.013e-02,-4.17188,1.13187
3.016e-02,-4.9375,1.11609
3.019e-02,-5.80469,1.1
3.022e-02,-6.90625,1.08641
3.026e-02,-7.05469,1.07344
3.029e-02,-7.6875,1.05297
3.032e-02,-8.78125,1.04594
3.035e-02,-9.05469,1.02969
3.038e-02,-9.875,1.01234
3.042e-02,-10.8594,0.995938
3.045e-02,-11.0547,0.9825
3.048e-02,-11.75,0.963281
3.051e-02,-12.6094,0.952031
3.054e-02,-13.0547,0.937813
3.058e-02,-13.4141,0.923281
3.061e-02,-14.75,0.898281
3.064e-02,-14.9375,0.880781
3.067e-02,-15.2969,0.874062
3.070e-02,-16.1641,0.847187
3.074e-02,-16.8516,0.837031
3.077e-02,-17.1016,0.818906
3.080e-02,-17.9453,0.80125
3.083e-02,-18.75,0.785938
3.086e-02,-19.0547,0.763437
3.090e-02,-19.0938,0.755938
3.093e-02,-19.5078,0.725625
3.096e-02,-20.2188,0.7225
3.099e-02,-20.6719,0.695
3.102e-02,-21.0547,0.678906
3.106e-02,-21.1328,0.663125
3.109e-02,-21.6563,0.643281
3.112e-02,-22.3672,0.631875
3.115e-02,-22.75,0.609063
3.118e-02,-22.9375,0.584063
3.122e-02,-23.0547,0.571094
3.125e-02,-23.4453,0.545312
3.128e-02,-24.0703,0.535156
3.131e-02,-24.3047,0.512188
3.134e-02,-24.9375,0.494063
3.138e-02,-24.9375,0.475313
3.141e-02,-25.2578,0.452031
3.144e-02,-25.8359,0.436875
3.147e-02,-26.7188,0.413281
3.150e-02,-26.6563,0.40125
3.154e-02,-26.9375,0.374219
3.157e-02,-27.0547,0.361094
3.160e-02,-27.1328,0.336719
3.163e-02,-27.6172,0.320312
3.166e-02,-27.8828,0.29625
3.170e-02,-28.4609,0.274219
3.173e-02,-28.7344,0.247344
3.176e-02,-28.8203,0.225469
3.179e-02,-28.9375,0.206094
3.182e-02,-29.0625,0.172187
3.186e-02,-29.1484,0.152344
3.189e-02,-29.1641,0.124063
3.192e-02,-29.8984,0.102969
3.195e-02,-29.5859,0.0784375
3.198e-02,-30.7188,0.0525
3.202e-02,-30.7109,0.035
3.205e-02,-30.7813,0.00640625
3.208e-02,-30.9375,-0.0207813
3.211e-02,-30.9375,-0.04375
3.214e-02,-31.0547,-0.0685937
3.218e-02,-31.2422,-0.0951562
3.221e-02,-31.2656,-0.117031
3.224e-02,-31.3594,-0.140313
3.227e-02,-31.9922,-0.157656
3.230e-02,-32.1484,-0.187031
3.234e-02,-32.4453,-0.206094
3.237e-02,-32.9219,-0.234063
3.240e-02,-32.8359,-0.247188
3.243e-02,-33.1641,-0.276719
3.246e-02,-33.3359,-0.296406
3.250e-02,-33.8594,-0.31875
3.253e-02,-33.9922,-0.347187
3.256e-02,-34.5313,-0.369531
3.259e-02,-34.9375,-0.391563
3.262e-02,-34.9375,-0.41375
3.266e-02,-35.0547,-0.441094
3.269e-02,-35.25,-0.46125
3.272e-02,-35.9766,-0.49625
3.275e-02,-36.2344,-0.516406
3.278e-02,-36.6094,-0.535781
3.282e-02,-36.9375,-0.561094
3.285e-02,-36.9375,-0.589375
3.288e-02,-37.0547,-0.619375
3.291e-02,-37.2656,-0.637344
3.294e-02,-37.5156,-0.662969
3.298e-02,-38.3516,-0.693125
3.301e-02,-38.7969,-0.719531
3.304e-02,-38.9375,-0.739219
3.307e-02,-39.0547,-0.75875
3.310e-02,-39.2734,-0.785625
3.314e-02,-39.5625,-0.804219
3.317e-02,-40.3281,-0.831719
3.320e-02,-40.7891,-0.855469
3.323e-02,-41.0625,-0.87875
3.326e-02,-41.3203,-0.902188
3.330e-02,-41.6641,-0.925312
3.333e-02,-42.4922,-0.961094
3.336e-02,-42.875,-0.974844
3.339e-02,-43.0234,-0.994844
3.342e-02,-43.4531,-1.02453
3.346e-02,-43.6406,-1.05
3.349e-02,-44.6797,-1.07359
3.352e-02,-44.9375,-1.09625
3.355e-02,-44.9375,-1.11938
3.358e-02,-45.3281,-1.14969
3.362e-02,-46.3516,-1.16
3.365e-02,-46.6328,-1.18656
3.368e-02,-47.1953,-1.20609
3.371e-02,-47.1719,-1.22687
3.374e-02,-48.3359,-1.24859
3.378e-02,-48.6953,-1.27281
3.381e-02,-49.0547,-1.30125
3.384e-02,-49.5469,-1.31219
3.387e-02,-50.0469,-1.33953
3.390e-02,-50.9219,-1.36125
3.394e-02,-51.0781,-1.37297
3.397e-02,-51.8281,-1.40109
3.400e-02,-52.1875,-1.41688
3.403e-02,-52.9375,-1.44219
3.406e-02,-53.1406,-1.46016
3.410e-02,-53.9609,-1.48031
3.413e-02,-54.625,-1.49328
3.416e-02,-55.1797,-1.51719
3.419e-02,-55.5625,-1.52984
3.422e-02,-56.7969,-1.55672
3.426e-02,-57.1797,-1.56937
3.429e-02,-58.0859,-1.59594
3.432e-02,-58.9375,-1.60766
3.435e-02,-59.8203,-1.62281
3.438e-02,-60.8125,-1.64781
3.442e-02,-61.2891,-1.66547
3.445e-02,-62.6563,-1.68797
3.448e-02,-63.0547,-1.70922
3.451e-02,-64.1484,-1.72
3.454e-02,-64.9375,-1.73687
3.458e-02,-66.3047,-1.75672
3.461e-02,-66.9375,-1.77125
3.464e-02,-68.3125,-1.79688
3.467e-02,-69.1016,-1.80188
3.470e-02,-70.3594,-1.82937
3.474e-02,-71.3984,-1.83516
3.477e-02,-72.6797,-1.8525
3.480e-02,-73.9141,-1.86953
3.483e-02,-75.1406,-1.88109
3.486e-02,-76.2188,-1.90391
3.490e-02,-77.3516,-1.91406
3.493e-02,-78.7891,-1.92563
3.496e-02,-80.0313,-1.93344
3.499e-02,-81.4141,-1.94953
3.502e-02,-82.9688,-1.965
3.506e-02,-84.3906,-1.97922
3.509e-02,-85.4219,-1.99188
3.512e-02,-86.8672,-1.99875
3.515e-02,-88.375,-2.01375
3.518e-02,-89.7813,-2.01688
3.522e-02,-90.9922,-2.03453
3.525e-02,-92.8906,-2.04438
3.528e-02,-94.0625,-2.05297
3.531e-02,-95.3125,-2.06891
3.534e-02,-96.8281,-2.07219
3.538e-02,-98.3203,-2.08359
3.541e-02,-99.4844,-2.09047
3.544e-02,-100.922,-2.10047
3.547e-02,-102.477,-2.11172
3.550e-02,-103.516,-2.11313
3.554e-02,-104.297,-2.11594
3.557e-02,-105.195,-2.12359
3.560e-02,-105.766,-2.12062
3.563e-02,-106.789,-2.12828
3.566e-02,-107.305,-2.13859
3.570e-02,-108.344,-2.13531
3.573e-02,-108.859,-2.14344
3.576e-02,-109.531,-2.14938
3.579e-02,-110.102,-2.15281
3.582e-02,-110.563,-2.15281
3.586e-02,-110.938,-2.15359
3.589e-02,-111.273,-2.15594
3.592e-02,-111.891,-2.15875
3.595e-02,-112.359,-2.15266
3.598e-02,-112.664,-2.15875
3.602e-02,-112.938,-2.15422
3.605e-02,-112.938,-2.15734
3.608e-02,-113.055,-2.15422
3.611e-02,-113.18,-2.15719
3.614e-02,-113.18,-2.15672
3.618e-02,-113.453,-2.14641
3.621e-02,-113.273,-2.15031
3.624e-02,-113.359,-2.13953
3.627e-02,-113.406,-2.14281
3.630e-02,-113.539,-2.14031
3.634e-02,-113.359,-2.14094
3.637e-02,-113.172,-2.13031
3.640e-02,-113.141,-2.13859
3.643e-02,-113.055,-2.13
3.646e-02,-112.938,-2.12359
3.650e-02,-112.875,-2.12219
3.653e-02,-112.43,-2.12109
3.656e-02,-111.602,-2.12141
3.659e-02,-111.227,-2.11344
3.662e-02,-110.938,-2.11266
3.666e-02,-110.227,-2.11109
3.669e-02,-109.25,-2.10547
3.672e-02,-108.656,-2.09906
3.675e-02,-107.516,-2.0925
3.678e-02,-106.938,-2.08375
3.682e-02,-105.93,-2.08844
3.685e-02,-105.133,-2.07922
3.688e-02,-104.289,-2.07313
3.691e-02,-103.172,-2.06984
3.694e-02,-102.148,-2.06937
3.698e-02,-101.133,-2.06
3.701e-02,-100.531,-2.04875
3.704e-02,-99.2266,-2.04078
3.707e-02,-98.0313,-2.03563
3.710e-02,-97.0078,-2.03688
3.714e-02,-96.0859,-2.03344
3.717e-02,-95.0547,-2.02766
3.720e-02,-93.8125,-2.015
3.723e-02,-92.7734,-2.01516
3.726e-02,-91.4219,-2.00937
3.730e-02,-90.5313,-1.99859
3.733e-02,-89.3359,-1.99406
